Type,Model,Parameters,Accuracy,Precision,Fit Time,Predict Time
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.0001, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.6314627727311317,0.4322199102555795,1.9373993873596191,0.005002260208129883
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.0001, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 0.01}",0.6285762798200186,0.4321688840306017,1.9147849082946777,0.006999969482421875
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.0001, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.6275575176160965,0.4252985688008162,2.2299537658691406,0.0069997310638427734
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.0001, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.6290856609219798,0.4327101299925376,2.0849602222442627,0.007001399993896484
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.0001, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.611087528652687,0.48626463693036437,14.141884088516235,0.006971120834350586
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.0001, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.1}",0.629510145173614,0.43183390098811714,13.768232822418213,0.0059719085693359375
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.0001, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 1}",0.6320570506834197,0.43502052860302265,16.19645643234253,0.004999637603759766
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.0001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.6104083538500722,0.4849414947932452,5.1072282791137695,0.0059967041015625
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.0001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.6286611766703455,0.4324304518410448,3.108128786087036,0.0069980621337890625
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.0001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.6298497325749215,0.4251815515811824,2.1874172687530518,0.00699925422668457
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.0001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.01}",0.6290856609219798,0.4294761455487839,2.0803987979888916,0.0049970149993896484
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.0001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.6276424144664233,0.4296575897075636,1.9655041694641113,0.005998849868774414
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.0001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.6292554546226335,0.4332009114824471,2.0218539237976074,0.006000995635986328
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.0001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.6110026318023601,0.48875568499044125,14.65274953842163,0.0060002803802490234
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.0001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 0.1}",0.629510145173614,0.4315787192421521,13.690117835998535,0.00899815559387207
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.0001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 1}",0.6318872569827659,0.4333116021353792,16.416964292526245,0.008001565933227539
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.6323117412344001,0.50166992240276,5.561082363128662,0.007995843887329102
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.6392732829612021,0.471398114266879,2.9941160678863525,0.006000518798828125
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.6338398845402835,0.4831192812100961,2.318235397338867,0.004996538162231445
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 0.01}",0.639358179811529,0.4691833436967173,2.420191526412964,0.0070002079010009766
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.6386790050089142,0.4709526897388219,2.4910178184509277,0.006998538970947266
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.6401222514644707,0.4711584926204892,2.483407497406006,0.005998849868774414
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.633585193989303,0.4970690138887631,14.372920989990234,0.00596928596496582
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.1}",0.639358179811529,0.46922088959932623,15.846038103103638,0.0070002079010009766
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 1}",0.6391883861108753,0.4710964321958756,16.82804822921753,0.006999492645263672
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.6324815349350539,0.5017454846574646,5.299025774002075,0.005000591278076172
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.6399524577638169,0.47061656375540223,2.785367727279663,0.005999088287353516
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.6381696239069531,0.4603262559252199,2.1694557666778564,0.0070002079010009766
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.01}",0.6389336955598948,0.46208383861206703,2.3356218338012695,0.005999088287353516
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.6388487987095679,0.46926698717481263,2.1867072582244873,0.00599980354309082
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.6392732829612021,0.46838079862705645,2.2296395301818848,0.005000114440917969
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.6336700908396299,0.49716052775601594,13.526552200317383,0.005970001220703125
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 0.1}",0.6395279735121827,0.46586270799367435,14.420360088348389,0.008001327514648438
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.0001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 1}",0.639358179811529,0.47019141283330673,17.08767008781433,0.00850677490234375
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.5517446302742168,0.22011942621999064,2.998711109161377,0.007000446319580078
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.5423210798879362,0.22392091614976492,1.5492229461669922,0.00599980354309082
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.5531878767297733,0.19132566451509916,1.4209508895874023,0.007516384124755859
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 0.01}",0.5506409712199677,0.22003604844481295,1.5270004272460938,0.00699925422668457
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.5506409712199677,0.22003604844481295,1.474247932434082,0.0069942474365234375
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.5505560743696409,0.21992006132407377,1.4759526252746582,0.006000041961669922
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.551065455471602,0.21977622586561196,9.36808729171753,0.0064792633056640625
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.1}",0.5491977247644112,0.21993281064886416,10.682869911193848,0.0060007572174072266
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 1}",0.5492826216147381,0.22010504093010655,11.458185195922852,0.007811069488525391
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.5518295271245437,0.22014112086844345,3.3980553150177,0.00700068473815918
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.5541217420833687,0.21946224646905713,1.6718699932098389,0.00699615478515625
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.5294167586382545,0.2372108275818397,1.6273927688598633,0.005998849868774414
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.01}",0.5506409712199677,0.22003604844481295,1.708939790725708,0.006998538970947266
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.5505560743696409,0.21992006132407377,1.5852439403533936,0.006999492645263672
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.5506409712199677,0.22003604844481295,1.6438064575195312,0.005996227264404297
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.5507258680702946,0.21985896513493391,9.886631488800049,0.005998373031616211
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 0.1}",0.5491977247644112,0.21975516484129465,10.449182748794556,0.00699925422668457
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 1}",0.5491977247644112,0.22011916245135843,11.037402153015137,0.005998849868774414
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.48340266576110025,0.14874573806304492,4.3732383251190186,0.00600123405456543
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.4890907547329994,0.25979580524650514,2.302612781524658,0.006997346878051758
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.48467611851600306,0.2597478321631945,1.9358999729156494,0.0059969425201416016
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 0.01}",0.48195941930554376,0.1509795890162046,2.0833218097686768,0.00599980354309082
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.4824688004075049,0.15159539044273493,2.0208637714385986,0.00699925422668457
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.48195941930554376,0.14761265798124384,2.0712692737579346,0.005998373031616211
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.48408184056371506,0.14833961419430336,12.176204919815063,0.00599980354309082
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.1}",0.48815688937940405,0.25965793583632224,11.981855154037476,0.00699925422668457
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 1}",0.48790219882842345,0.2590263992519328,14.214296340942383,0.006000518798828125
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.48365735631208084,0.14831174177077586,4.15786337852478,0.007001161575317383
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.4890907547329994,0.258810512148822,2.072451114654541,0.008000373840332031
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.4901944137872485,0.18315288829212611,1.8414556980133057,0.005999565124511719
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.01}",0.48128024450292894,0.1472573649821169,1.9593186378479004,0.00699925422668457
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.4811104508022752,0.14956034414377778,1.9227523803710938,0.006001949310302734
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.4815349350539095,0.15124053403610843,1.8720433712005615,0.005998849868774414
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.48399694371338825,0.14816718410058402,11.80740761756897,0.0060007572174072266
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 0.1}",0.48849647678071145,0.26095397278829635,12.191232442855835,0.008002281188964844
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 1}",0.48815688937940405,0.2592299185652763,14.441181659698486,0.008998870849609375
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.5146447066813821,0.22054460929880948,4.8744566440582275,0.0069997310638427734
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.5093811019611172,0.15917146840246366,2.4331891536712646,0.007002115249633789
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.5298412428898888,0.20306608235507967,2.150433301925659,0.005996227264404297
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 0.01}",0.513031666525172,0.22065284502716825,2.2382943630218506,0.005998373031616211
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.513031666525172,0.15755800373426823,2.2412045001983643,0.00700068473815918
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.5136259444774599,0.22044477337978158,1.9262466430664062,0.00599980354309082
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.5140504287290941,0.22032457719797588,12.663877964019775,0.006003379821777344
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.1}",0.5137108413277868,0.221499975577433,13.59900188446045,0.0060007572174072266
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 1}",0.5136259444774599,0.22154109484097734,15.456182479858398,0.006000041961669922
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.5148145003820358,0.22063933476101977,3.9094834327697754,0.0060002803802490234
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.5127769759741914,0.22270471269275036,2.260681629180908,0.0070002079010009766
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.5072586807029459,0.21882301897051804,2.293009042739868,0.006998300552368164
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.01}",0.5132014602258256,0.22073645309972234,2.119954824447632,0.006000518798828125
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.5132863570761524,0.21979083546210917,2.0267581939697266,0.006000041961669922
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.5132014602258256,0.15764125596521406,2.018956184387207,0.0069997310638427734
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.5139655318787673,0.2209565998241837,13.261976957321167,0.007998228073120117
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 0.1}",0.5137108413277868,0.22151239710674675,13.716047048568726,0.006358146667480469
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 1}",0.5136259444774599,0.221522669290028,14.4287850856781,0.005965709686279297
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.4491043382290517,0.0734001502147821,2.8065667152404785,0.005997896194458008
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.44757619492316836,0.07334526375806426,1.499420166015625,0.00599980354309082
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.4327192461159691,0.07320758520743574,1.460026741027832,0.007000446319580078
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 0.01}",0.46565922404278803,0.07284338330011965,2.6218011379241943,0.006999492645263672
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.4596315476695815,0.07297190280729209,2.587383270263672,0.007001161575317383
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.4653196366414806,0.07281367719582948,2.5759434700012207,0.006000518798828125
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.449528822480686,0.07341737767721183,8.605515241622925,0.01297307014465332
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.1}",0.449528822480686,0.07341737767721183,9.447298765182495,0.00616002082824707
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 1}",0.4494439256303591,0.07341002209840825,10.433963298797607,0.006001949310302734
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.4487647508277443,0.07337066038687773,2.6219398975372314,0.006000041961669922
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.44519908311401646,0.07321759777197617,1.669757604598999,0.006000041961669922
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.4561507768061805,0.0734744124530462,1.7417182922363281,0.013517379760742188
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.01}",0.46251804058069446,0.07283346218987058,2.7400381565093994,0.0060405731201171875
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.46455556498853895,0.0728619019922091,2.7493784427642822,0.0075113773345947266
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.46285762798200186,0.07282968969119373,2.70455265045166,0.00600123405456543
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.4494439256303591,0.07341002209840825,9.294752597808838,0.006001472473144531
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 0.1}",0.4494439256303591,0.07341002209840825,9.923866987228394,0.005966663360595703
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 1}",0.4494439256303591,0.07341002209840825,9.74604058265686,0.005999565124511719
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.01, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.41743781305713556,0.06740763621216113,3.288662910461426,0.00599980354309082
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.01, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.4144664232956957,0.06765558711448137,1.6287951469421387,0.004999876022338867
doc type,SGDClassifier,"{'model__loss': 'log', 'model__alpha': 0.01, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.3974021563799983,0.07178287832504987,1.6133205890655518,0.0060007572174072266
