Type,Model,Parameters,Accuracy,Precision,Fit Time,Predict Time
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.5938534680363359,0.362502812637226,1.0239996910095215,0.005000591278076172
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.5933440869343747,0.3913005358018784,0.9986436367034912,0.005998373031616211
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.5926649121317599,0.3789789706287646,5.933177947998047,0.004969596862792969
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.1}",0.6003905255115035,0.332745939155574,7.253626346588135,0.00500035285949707
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 1}",0.5970795483487562,0.3373189080339184,8.00510573387146,0.00596928596496582
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.5949571270905849,0.3355197203665822,1.3239383697509766,0.005999565124511719
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.5917310467781646,0.34317352290450254,1.1257927417755127,0.006549358367919922
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.5669411664827235,0.37090792269072315,0.9920005798339844,0.005999565124511719
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.01}",0.5945326428389507,0.37717890994474584,0.9969987869262695,0.006001710891723633
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.5959758892945072,0.37867423553929613,1.0010855197906494,0.0050008296966552734
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.5935987774853553,0.3639939899422395,0.9749999046325684,0.005000114440917969
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.5973342388997368,0.30585505467727786,5.9694905281066895,0.00496983528137207
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 0.1}",0.5986925885049664,0.35310807447059656,7.245262384414673,0.00498199462890625
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.001, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 1}",0.5941930554376432,0.29703607908191504,8.065572261810303,0.0049703121185302734
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.6046353680278461,0.4845692501463359,0.7748897075653076,0.00599980354309082
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.5836658459971135,0.40398294809704094,0.7620017528533936,0.005998373031616211
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.5328975295016555,0.2603882213819503,0.7200002670288086,0.005999326705932617
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 0.01}",0.6048051617284999,0.5192277912081814,0.6784451007843018,0.0050008296966552734
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.6052296459801342,0.5169114510356758,0.6580014228820801,0.00499725341796875
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.6056541302317684,0.5287706085471391,0.6780002117156982,0.005999088287353516
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.6054843365311147,0.5203234682770748,3.9059865474700928,0.004998683929443359
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.1}",0.605314542830461,0.5257399123657897,5.008899450302124,0.0049991607666015625
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 1}",0.6053994396807878,0.5185027341311288,5.533440113067627,0.005998134613037109
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.5979285168520247,0.43475811202420644,0.7710018157958984,0.0059969425201416016
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.5792512097801171,0.33730822926107257,0.7785897254943848,0.004999637603759766
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.48713812717548177,0.24539991897134522,0.7109994888305664,0.005999088287353516
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.01}",0.6049749554291536,0.49595785408464654,0.6750004291534424,0.0060007572174072266
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.6057390270820953,0.524237871528298,0.6908328533172607,0.0050008296966552734
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.605314542830461,0.5189331849416678,0.6599991321563721,0.00500035285949707
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.6051447491298073,0.5184145054353936,3.9352402687072754,0.004998922348022461
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 0.1}",0.605314542830461,0.5199265636666242,4.946154832839966,0.004973649978637695
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 1}",0.605314542830461,0.5195684552879671,5.534821033477783,0.005000591278076172
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.42202224297478563,0.06717058453727304,1.0330002307891846,0.005000591278076172
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.44324645555649883,0.06271901071951015,1.0043613910675049,0.0051724910736083984
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.42202224297478563,0.06717058453727304,0.8732545375823975,0.005000591278076172
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 0.01}",0.2939977926818915,0.049310605167133065,0.8780009746551514,0.004998922348022461
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.17352916206808727,0.04566024920591194,0.8953225612640381,0.005001068115234375
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.2113082604635368,0.04143799859067904,0.8860008716583252,0.004998683929443359
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.42202224297478563,0.06717058453727304,5.241616487503052,0.00500035285949707
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.1}",0.2518889549197725,0.01574305968248578,6.579659700393677,0.005973339080810547
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 1}",0.2886492911112998,0.04954825637430355,7.150388479232788,0.004969358444213867
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.42202224297478563,0.06717058453727304,1.044999122619629,0.00500035285949707
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.42202224297478563,0.06717058453727304,1.0156116485595703,0.0050008296966552734
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.2518889549197725,0.01574305968248578,0.8729996681213379,0.005000591278076172
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.01}",0.4452839799643433,0.06195870887084619,0.9049174785614014,0.004998922348022461
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.4345869768231599,0.06718952440046294,0.8780002593994141,0.005999326705932617
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.2518889549197725,0.01574305968248578,0.8856215476989746,0.005990028381347656
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.42202224297478563,0.06717058453727304,5.297760248184204,0.004968166351318359
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 0.1}",0.2792257407250191,0.056070911852234506,6.594624280929565,0.0060002803802490234
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 1}",0.4384922319381951,0.06427494499587635,7.12546968460083,0.005970954895019531
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.472026487817302,0.13360546018198666,1.062659502029419,0.005000114440917969
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.36539604380677476,0.09543981871935572,1.0740001201629639,0.005002021789550781
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.4557262925545462,0.10706834829106851,0.9578957557678223,0.004999637603759766
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 0.01}",0.38509211308260466,0.12119816287100556,0.9030015468597412,0.006003856658935547
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.46498004924017317,0.13957768865413833,0.9103641510009766,0.005001544952392578
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.35851939893029966,0.11552392834348166,0.890000581741333,0.0049991607666015625
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.4734697342728585,0.12510459186754008,5.386871814727783,0.005000591278076172
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.1}",0.35817981152899225,0.10851653859373267,6.841844797134399,0.004969596862792969
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 1}",0.462772731131675,0.09643999287764825,7.4763734340667725,0.004973411560058594
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.46778164530095934,0.1375017816436455,1.067767858505249,0.006006479263305664
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.36089651073945156,0.16294952535870766,1.044999361038208,0.005001544952392578
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.36378300365056454,0.08353370551582552,0.9421429634094238,0.005659580230712891
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.01}",0.4664232956957297,0.13725210261782483,0.8827075958251953,0.004999637603759766
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.4680363358519399,0.13775760485602226,0.9000003337860107,0.0050008296966552734
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.47389421852449276,0.14061729518154542,0.9026684761047363,0.00599980354309082
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.4667628830970371,0.12100748576619248,5.491364002227783,0.004967689514160156
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 0.1}",0.3689617115205026,0.1094211301469857,6.847683668136597,0.005965709686279297
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.01, 'model__penalty': 'elasticnet', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 1}",0.4680363358519399,0.16199564517511,7.541167974472046,0.004999876022338867
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.5621020460140929,0.3472099459187482,0.774000883102417,0.004999637603759766
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.5043721877918329,0.20686500706162614,0.8543355464935303,0.005999326705932617
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.35877408948128026,0.16084181415077226,1.016000509262085,0.006000041961669922
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 0.01}",0.454707530350624,0.07304061220332561,1.9656636714935303,0.005969047546386719
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.4536887681467018,0.07302461758142163,1.9209625720977783,0.004968881607055664
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.44834026657611004,0.07298648764435174,1.9273102283477783,0.004998445510864258
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.5924102215807794,0.5265067719946526,3.991522789001465,0.006001710891723633
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.1}",0.5924102215807794,0.5206000760407763,5.079042673110962,0.0059986114501953125
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l2', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 1}",0.592580015281433,0.5304857419418041,6.002443075180054,0.004999637603759766
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.5529331861787927,0.3144691339383366,0.7720015048980713,0.0059986114501953125
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.5038628066898718,0.3100835143273909,0.8532772064208984,0.005999326705932617
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.3370404957976059,0.13132781021671736,1.0010004043579102,0.005999565124511719
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.01}",0.43407759572119875,0.07335709202977245,1.9248456954956055,0.00500035285949707
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.4557262925545462,0.07293075767313578,1.9431705474853516,0.004998445510864258
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.44341624925715256,0.07318174457662038,1.9213275909423828,0.004999876022338867
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.5922404278801257,0.5304053348386173,3.938460350036621,0.004999399185180664
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 0.1}",0.5924951184311062,0.5304298881845626,5.07955002784729,0.0060002803802490234
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l2', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 1}",0.5918159436284914,0.5198269154789079,5.940650939941406,0.004999399185180664
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.29196026827404703,0.01824751676712794,1.0239992141723633,0.00600123405456543
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.2518889549197725,0.01574305968248578,1.0170316696166992,0.0059986114501953125
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.29196026827404703,0.01824751676712794,0.8609998226165771,0.00500035285949707
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 0.01}",0.29196026827404703,0.01824751676712794,2.4196300506591797,0.004999637603759766
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.29196026827404703,0.01824751676712794,2.491596221923828,0.004999876022338867
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.29196026827404703,0.01824751676712794,2.3516407012939453,0.004970073699951172
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.2518889549197725,0.01574305968248578,5.204092741012573,0.006970882415771484
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 0.1}",0.07182273537651754,0.004488920961032346,6.546729326248169,0.005966663360595703
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l1', 'model__max_iter': 100, 'model__learning_rate': 'adaptive', 'model__eta0': 1}",0.29196026827404703,0.01824751676712794,7.137474298477173,0.004997730255126953
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.29196026827404703,0.01824751676712794,1.0099387168884277,0.004999399185180664
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.2518889549197725,0.01574305968248578,1.002000093460083,0.0059986114501953125
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.29196026827404703,0.01824751676712794,0.8819999694824219,0.004999637603759766
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.01}",0.29196026827404703,0.01824751676712794,2.395162582397461,0.004972934722900391
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 0.1}",0.29196026827404703,0.01824751676712794,2.4517815113067627,0.004997968673706055
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'optimal', 'model__eta0': 1}",0.29196026827404703,0.01824751676712794,2.4636716842651367,0.004957437515258789
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 0.01}",0.2518889549197725,0.01574305968248578,5.211654424667358,0.005000114440917969
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 0.1}",0.29196026827404703,0.01824751676712794,6.549643278121948,0.005999326705932617
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'l1', 'model__max_iter': 200, 'model__learning_rate': 'adaptive', 'model__eta0': 1}",0.29196026827404703,0.01824751676712794,7.189987659454346,0.0049707889556884766
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.01}",0.425248323287206,0.0656378796500689,1.0350010395050049,0.004998207092285156
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 0.1}",0.425248323287206,0.0656378796500689,1.0958483219146729,0.0060007572174072266
doc type,SGDClassifier,"{'model__loss': 'hinge', 'model__alpha': 0.1, 'model__penalty': 'elasticnet', 'model__max_iter': 100, 'model__learning_rate': 'constant', 'model__eta0': 1}",0.42338059258001526,0.0659650445658456,1.172999382019043,0.00500035285949707
